ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2020,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
32,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",348,Hungary,4,151,Eastern Europe,Country,19.41221519,47.1651448,HUN,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1992,1992,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article59",,E: Estimated data
33,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",352,Iceland,4,154,Northern Europe,Country,-19.02116966,64.79134763,ISL,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1996,1996,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article60",,E: Estimated data
34,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",356,India,4,34,Southern Asia,Country,79.3608464,22.34642074,IND,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2005,2005,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article61",,E: Estimated data
35,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",36,Australia,4,53,Australia and New Zealand,Country,134.3499412,-25.57717202,AUS,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1982,1982,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article25",,E: Estimated data
36,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",360,Indonesia,4,35,South-Eastern Asia,Country,113.9174,-0.994582204,IDN,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2008,2008,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article62",,E: Estimated data
37,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",364,Iran (Islamic Republic of),4,34,Southern Asia,Country,54.19766348,32.74370885,IRN,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2009,2009,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article63",,E: Estimated data
38,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",372,Ireland,4,154,Northern Europe,Country,-7.121425272,53.25274054,IRL,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2003,2003,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article64",,E: Estimated data
39,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",376,Israel,4,145,Western Asia,Country,34.62277992,31.06164552,ISR,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1998,1998,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article65",,E: Estimated data
40,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",380,Italy,4,39,Southern Europe,Country,12.57022427,42.79917282,ITA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1990,1990,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article66",,E: Estimated data
41,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",384,Côte d'Ivoire,5,11,Western Africa,Country,-5.552690016,7.62211586,CIV,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2013,2013,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article36",,E: Estimated data
42,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",388,Jamaica,5,29,Caribbean,Country,-77.31068409,18.15616857,JAM,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2002,2002,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article67",,E: Estimated data
43,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",392,Japan,4,30,Eastern Asia,Country,139.2716103,36.6554539,JPN,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1999,1999,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article68",,E: Estimated data
44,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",398,Kazakhstan,4,143,Central Asia,Country,66.65359159,48.01963494,KAZ,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2015,2015,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article70",,E: Estimated data
45,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",4,Afghanistan,4,34,Southern Asia,Country,66.02688198,33.83160199,AFG,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2014,2014,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article19",,E: Estimated data
46,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",40,Austria,4,155,Western Europe,Country,14.14172472,47.58704857,AUT,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1987,1987,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article26",,E: Estimated data
47,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",400,Jordan,4,145,Western Asia,Country,37.13024774,30.65365973,JOR,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2007,2007,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article69",,E: Estimated data
48,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",404,Kenya,5,14,Eastern Africa,Country,37.86096816,0.534797278,KEN,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2016,2016,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article71",,E: Estimated data
49,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",410,Republic of Korea,4,30,Eastern Asia,Country,127.8610254,36.45201023,KOR,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1996,1996,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article99",,E: Estimated data
50,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",417,Kyrgyzstan,4,143,Central Asia,Country,74.52324839,41.46204516,KGZ,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2007,2007,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article72",,E: Estimated data
51,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",422,Lebanon,4,145,Western Asia,Country,35.89391711,33.92152458,LBN,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2017,2017,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article74",,E: Estimated data
52,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",428,Latvia,4,154,Northern Europe,Country,26.42461876,56.64196636,LVA,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1998,1998,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article73",,E: Estimated data
53,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",430,Liberia,5,11,Western Africa,Country,-9.311879038,6.448381009,LBR,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2010,2010,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article75",,E: Estimated data
54,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",438,Liechtenstein,4,155,Western Europe,Country,9.552985019,47.14167005,LIE,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1999,1999,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article76",,E: Estimated data
55,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",44,Bahamas,5,29,Caribbean,Country,-78.05111663,24.69546597,BHS,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2017,2017,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article28",,E: Estimated data
56,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",440,Lithuania,4,154,Northern Europe,Country,23.90517807,55.33680309,LTU,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,1996,1996,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article77",,E: Estimated data
57,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",442,Luxembourg,4,155,Western Europe,Country,6.092656563,49.77679538,LUX,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2018,2018,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article78",,E: Estimated data
58,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",454,Malawi,5,14,Eastern Africa,Country,33.4884625,-13.40819859,MWI,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2017,2017,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article78",,E: Estimated data
59,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",462,Maldives,4,34,Southern Asia,Country,73.09672546,-0.614385021,MDV,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2014,2014,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article79",,E: Estimated data
60,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",470,Malta,4,39,Southern Europe,Country,14.44617519,35.89194275,MLT,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2008,2008,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article80",,E: Estimated data
61,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",484,Mexico,5,13,Central America,Country,-102.5148166,23.93378032,MEX,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2002,2002,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article81",,E: Estimated data
62,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",492,Monaco,4,155,Western Europe,Country,7.424214814,43.73532918,MCO,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2011,2011,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article82",,E: Estimated data
63,16,Goal 16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",C161002,16.10.2,"Number of countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",2020.Q2.G.03,"['laws and regulations', 'access to information']",SG_INF_ACCSS,"Countries that adopt and implement constitutional, statutory and/or policy guarantees for public access to information",496,Mongolia,4,30,Eastern Asia,Country,103.0728057,46.83892054,MNG,1,1,,,[2020],2020,2020,1,NUMBER,Number,G,Global,2011,2011,,,Observation value is the year of adoption of FOI law/policy in a given country. Reference year represents the year of reporting.,"UNESCO World Trends in Freedom of Expression and Media Development (raw research records); Global Right to Information Rating (Access Info & Center for Law and Democracy) http://www.rti-rating.org/by-section/; Freedominfo; Article82",,E: Estimated data
