Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Reporting Type,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",450,Madagascar,2018,4.06908,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",454,Malawi,2018,2.52342,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",458,Malaysia,2018,6.21531,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",462,Maldives,2018,2.05376,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",466,Mali,2018,4.57764,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",478,Mauritania,2018,1.66615,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",480,Mauritius,2018,2.07495,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",484,Mexico,2018,8.41649,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",496,Mongolia,2018,10.91053,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",498,Republic of Moldova,2018,35.92471,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",499,Montenegro,2018,1.13802,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",500,Montserrat,2018,0.13614,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",504,Morocco,2018,24.33291,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",508,Mozambique,2018,3.40554,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",516,Namibia,2018,0.73265,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",520,Nauru,2018,0.79431,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",524,Nepal,2018,4.30199,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",548,Vanuatu,2018,3.18447,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",558,Nicaragua,2018,0.67726,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",562,Niger,2018,1.33628,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",566,Nigeria,2018,10.66077,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",570,Niue,2018,0.40205,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",583,Micronesia (Federated States of),2018,0.25955,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",584,Marshall Islands,2018,0.10726,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",585,Palau,2018,0.09644,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",586,Pakistan,2018,15.99556,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",591,Panama,2018,0.92601,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",598,Papua New Guinea,2018,14.50001,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",600,Paraguay,2018,1.23705,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",604,Peru,2018,3.20906,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",608,Philippines,2018,83.81802,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",624,Guinea-Bissau,2018,1.43005,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",626,Timor-Leste,2018,5.04064,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",646,Rwanda,2018,4.22499,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",662,Saint Lucia,2018,0.5831,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",670,Saint Vincent and the Grenadines,2018,0.18245,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",678,Sao Tome and Principe,2018,0.78862,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",686,Senegal,2018,6.90424,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",688,Serbia,2018,8.17314,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",694,Sierra Leone,2018,0.86809,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",704,Viet Nam,2018,31.20835,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",706,Somalia,2018,1.71566,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",710,South Africa,2018,7.40708,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",716,Zimbabwe,2018,2.71472,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",728,South Sudan,2018,0.81962,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",729,Sudan,2018,3.54857,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",740,Suriname,2018,0.89616,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",748,Eswatini,2018,0.52149,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",760,Syrian Arab Republic,2018,15.79419,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",762,Tajikistan,2018,1.84368,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",764,Thailand,2018,5.93047,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",768,Togo,2018,2.2023,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",772,Tokelau,2018,0.00734,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",776,Tonga,2018,3.00756,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",788,Tunisia,2018,18.01305,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",792,Turkey,2018,23.0565,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",795,Turkmenistan,2018,0.95707,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",798,Tuvalu,2018,1.13244,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",800,Uganda,2018,4.0275,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",804,Ukraine,2018,11.30447,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",807,North Macedonia,2018,2.60159,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",818,Egypt,2018,16.20493,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",834,United Republic of Tanzania,2018,5.13226,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",854,Burkina Faso,2018,2.65166,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",860,Uzbekistan,2018,3.49248,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",862,Venezuela (Bolivarian Republic of),2018,1.50317,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",882,Samoa,2018,8.2101,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",887,Yemen,2018,3.44501,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4.b,4.b.1,DC_TOF_SCHIPSL,"Total official flows for scholarships, by recipient countries (millions of constant 2018 United States dollars)",894,Zambia,2018,3.63337,2018,,,,2018,The Organisation for Economic Co-operation and Development (OECD).,,"Gross disbursements | Based on OECD, CRS databased, 2020 | Constant 2018 USD million",C,G,CON_USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
