Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail, Source, Nature, Units,[Age],[Reporting Type],[Sex]
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",202,Sub-Saharan Africa,2016,82.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",203,Czechia,2016,3.6,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",203,Czechia,2016,3.2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",203,Czechia,2016,2.8,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",204,Benin,2016,91.4,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",204,Benin,2016,103.7,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",204,Benin,2016,97.6,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",208,Denmark,2016,4.6,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",208,Denmark,2016,3.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",208,Denmark,2016,4.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",212,Dominica,2016,31.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",212,Dominica,2016,36.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",212,Dominica,2016,33.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",214,Dominican Republic,2016,27.6,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",214,Dominican Republic,2016,33.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",214,Dominican Republic,2016,30.6,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",218,Ecuador,2016,13.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",218,Ecuador,2016,16.4,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",218,Ecuador,2016,14.8,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",222,El Salvador,2016,16.2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",222,El Salvador,2016,13.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",222,El Salvador,2016,14.7,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",226,Equatorial Guinea,2016,97.2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",226,Equatorial Guinea,2016,84.4,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",226,Equatorial Guinea,2016,90.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",231,Ethiopia,2016,60.4,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",231,Ethiopia,2016,66.6,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",231,Ethiopia,2016,53.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",232,Eritrea,2016,50.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",232,Eritrea,2016,39.2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",232,Eritrea,2016,44.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",233,Estonia,2016,3.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",233,Estonia,2016,3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",233,Estonia,2016,2.7,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",242,Fiji,2016,22.8,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",242,Fiji,2016,27.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",242,Fiji,2016,25,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",246,Finland,2016,2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",246,Finland,2016,1.8,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",246,Finland,2016,2.2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",250,France,2016,4.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",250,France,2016,3.7,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",250,France,2016,4.5,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",262,Djibouti,2016,57.8,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",262,Djibouti,2016,68.4,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",262,Djibouti,2016,63.2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",266,Gabon,2016,52.6,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",266,Gabon,2016,43.4,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",266,Gabon,2016,48.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",268,Georgia,2016,9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",268,Georgia,2016,11.4,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",268,Georgia,2016,10.2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",270,Gambia,2016,62.6,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",270,Gambia,2016,57.7,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",270,Gambia,2016,67.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",275,State of Palestine,2016,21.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",275,State of Palestine,2016,23.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",275,State of Palestine,2016,19.4,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",276,Germany,2016,3.5,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",276,Germany,2016,3.8,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",276,Germany,2016,4.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",288,Ghana,2016,57.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",288,Ghana,2016,52.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",288,Ghana,2016,47.2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",296,Kiribati,2016,60.5,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",296,Kiribati,2016,55.8,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",296,Kiribati,2016,50.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",300,Greece,2016,5,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",300,Greece,2016,4.7,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",300,Greece,2016,4.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",308,Grenada,2016,13.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",308,Grenada,2016,16.5,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",308,Grenada,2016,15.2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",320,Guatemala,2016,25.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",320,Guatemala,2016,28,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",320,Guatemala,2016,30.8,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",324,Guinea,2016,109.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",324,Guinea,2016,105.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",324,Guinea,2016,100.4,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",328,Guyana,2016,32.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",328,Guyana,2016,27.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",328,Guyana,2016,36.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",332,Haiti,2016,68.7,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",332,Haiti,2016,62.7,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",332,Haiti,2016,74.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",340,Honduras,2016,18.8,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",340,Honduras,2016,20.8,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",340,Honduras,2016,16.7,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",348,Hungary,2016,4.8,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",348,Hungary,2016,4.4,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",348,Hungary,2016,5.2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",352,Iceland,2016,2.3,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",352,Iceland,2016,2.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",352,Iceland,2016,1.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2016,41.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2016,42.2,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2016,39.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2016,29.7,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2016,26.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,BOTHSEX
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2016,23.9,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,FEMALE
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",364,Iran (Islamic Republic of),2016,16.1,2016,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2019.",E,PER_1000_LIVE_BIRTHS,<5Y,G,MALE
