Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Reporting Type,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),143,Central Asia,2019,3,2010-2018,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),144,Sri Lanka,2012,0,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),145,Western Asia,2015,3,2010-2015,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),145,Western Asia,2018,6,2010-2018,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),145,Western Asia,2019,6,2010-2018,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),148,Chad,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),150,Europe,2015,9,2010-2015,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),150,Europe,2018,25,2010-2018,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),150,Europe,2019,26,2010-2019,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),152,Chile,2012,0,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),156,China,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),170,Colombia,2012,0,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),174,Comoros,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),178,Congo,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),180,Democratic Republic of the Congo,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),184,Cook Islands,2012,0,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),188,Costa Rica,2012,0,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),191,Croatia,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),192,Cuba,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),196,Cyprus,2012,0,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),199,Least Developed Countries (LDCs),2015,25,2010-2015,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),199,Least Developed Countries (LDCs),2018,38,2010-2018,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),199,Least Developed Countries (LDCs),2019,41,2010-2019,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),202,Sub-Saharan Africa,2015,28,2010-2015,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),202,Sub-Saharan Africa,2018,41,2010-2018,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),202,Sub-Saharan Africa,2019,43,2010-2019,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),203,Czechia,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),204,Benin,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),208,Denmark,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),212,Dominica,2012,0,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),214,Dominican Republic,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15.6,15.6.1,ER_CBD_NAGOYA,Countries that are parties to the Nagoya Protocol (1 = YES; 0 = NO),218,Ecuador,2012,1,2012,,,,,"https://www.cbd.int/abs/nagoya-protocol/signatories/default.shtml, Access and Benefit-sharing Clearing-house https://absch.cbd.int/, http://www.fao.org/plant-treaty/countries/membership/en/,  The Online Reporting System on Compliance of the International Treaty on PGRFA http://faoitpgrfa.ort-production.linode.unep-wcmc.org and  Easy-SMTA https://mls.planttreaty.org ,",,"Parties  refers to Parties to the Convention on Biological Diversity that have ratified, accepted, approved or acceded the Nagoya Protocol, including those for which the Protocol has not yet entered into force following the 90 days period set out in Article 33.2 of the Protocol. For values:  TRUE = 1.0; FALSE = 0.0. Data as per 15 February 2017.",NA,G,NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
