Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Observation Status,Reporting Type,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),328,Guyana,2015,3.3,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),332,Haiti,2015,13.38,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),334,Heard Island and McDonald Islands,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),336,Holy See,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),340,Honduras,2015,4.6,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),344,"China, Hong Kong Special Administrative Region",2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),348,Hungary,2015,7.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),352,Iceland,2015,0.4,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),356,India,2015,66.5,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),360,Indonesia,2015,28.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),364,Iran (Islamic Republic of),2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),368,Iraq,2015,49.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),372,Ireland,2015,3.6,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),376,Israel,2015,98.9,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),380,Italy,2015,30.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),384,Côte d'Ivoire,2015,5.1,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),388,Jamaica,2015,7.7,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),392,Japan,2015,37.3,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),398,Kazakhstan,2015,30.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),400,Jordan,2015,96.2,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),404,Kenya,2015,26.5,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),408,Democratic People's Republic of Korea,2015,26.5,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),410,Republic of Korea,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),414,Kuwait,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),417,Kyrgyzstan,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),418,Lao People's Democratic Republic,2015,5.1,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),422,Lebanon,2015,58.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),426,Lesotho,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),428,Latvia,2015,1.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),430,Liberia,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),434,Libya,2015,817.1,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),438,Liechtenstein,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),440,Lithuania,2015,2.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),442,Luxembourg,2015,3.7,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),446,"China, Macao Special Administrative Region",2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),450,Madagascar,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),454,Malawi,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),458,Malaysia,2015,3.4,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),462,Maldives,2015,15.7,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),466,Mali,2015,8.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),470,Malta,2015,82.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),478,Mauritania,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),480,Mauritius,2015,22.2,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),484,Mexico,2015,32.1,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),492,Monaco,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),496,Mongolia,2015,3.2,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),498,Republic of Moldova,2015,12.5,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),499,Montenegro,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),500,Montserrat,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),504,Morocco,2015,50.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),508,Mozambique,2015,1.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),512,Oman,2015,116.7,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),516,Namibia,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),520,Nauru,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),524,Nepal,2015,8.3,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),528,Netherlands,2015,16.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),531,Curaçao,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),533,Aruba,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),534,Sint Maarten (Dutch part),2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),535,"Bonaire, Sint Eustatius and Saba",2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),540,New Caledonia,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),548,Vanuatu,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),554,New Zealand,2015,8.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),558,Nicaragua,2015,2.7,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),562,Niger,2015,7.3,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),566,Nigeria,2015,9.7,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),570,Niue,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),574,Norfolk Island,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),578,Norway,2015,2.1,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),580,Northern Mariana Islands,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),581,United States Minor Outlying Islands,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),583,Micronesia (Federated States of),2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),584,Marshall Islands,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),585,Palau,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),586,Pakistan,2015,120.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),591,Panama,2015,0.9,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),598,Papua New Guinea,2015,0.1,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),600,Paraguay,2015,1.8,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),604,Peru,2015,2.9,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),608,Philippines,2015,26.41,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),612,Pitcairn,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),616,Poland,2015,36.2,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),620,Portugal,2015,18.4,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),624,Guinea-Bissau,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),626,Timor-Leste,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),630,Puerto Rico,2015,19.5,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),634,Qatar,2015,431.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,E,I,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),638,Réunion,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),642,Romania,2015,6.1,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),643,Russian Federation,2015,4.0,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,C,A,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),646,Rwanda,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.4,6.4.2,ER_H2O_STRESS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%),652,Saint Barthélemy,2015,NaN,2013-2017,,,,,Food and Agriculture Organisation of United Nations (FAO),,,NA,O,G,PERCENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
