Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Location,Nature,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",132,Cabo Verde,RURAL,E,G,PERCENT,70.57929,68.50398,66.42867,64.35336,62.27805,60.20274,58.12743,56.05212,53.97681,51.90149,49.82618,47.75087,45.67556,43.60025,41.52494,39.44963,37.32635,35.11341,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",132,Cabo Verde,URBAN,E,G,PERCENT,33.94616,32.67124,31.39632,30.1214,28.84648,27.57156,26.29664,25.02172,23.7468,22.47189,21.19697,19.92205,18.64713,17.37221,16.09729,14.82237,13.52663,12.21378,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",116,Cambodia,ALLAREA,E,G,PERCENT,84.59341,81.51108,78.43012,75.3505,72.27175,69.19386,66.11736,63.04175,59.94922,56.76279,53.57818,50.39548,47.21476,44.03659,40.86012,37.68591,34.51404,31.74922,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",116,Cambodia,RURAL,E,G,PERCENT,94.41792,91.28875,88.15958,85.03041,81.90124,78.77207,75.6429,72.51373,69.38456,66.25539,63.12622,59.99705,56.86789,53.73872,50.60955,47.48038,44.35121,41.22204,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",116,Cambodia,URBAN,E,G,PERCENT,41.55824,39.01018,36.46212,33.91406,31.36599,28.81793,26.26987,23.7218,21.17374,18.62568,16.07761,13.52955,10.98149,8.43342,5.88536,3.3373,0.78923,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",120,Cameroon,ALLAREA,E,G,PERCENT,7.40584,7.38734,7.36801,7.34797,7.32708,7.30572,7.28364,7.26084,7.23732,7.21319,7.18834,7.16289,7.13684,7.11032,7.08332,7.05585,7.0279,6.95171,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",120,Cameroon,RURAL,E,G,PERCENT,12.84657,12.92231,12.99806,13.0738,13.14954,13.22529,13.30103,13.37678,13.45252,13.52827,13.60401,13.67975,13.7555,13.83124,13.90699,13.98273,14.05848,14.05848,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",120,Cameroon,URBAN,E,G,PERCENT,0.89995,0.92602,0.95209,0.97816,1.00423,1.0303,1.05637,1.08245,1.10852,1.13459,1.16066,1.18673,1.2128,1.23887,1.26494,1.29102,1.31709,1.31709,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",124,Canada,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",124,Canada,RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",124,Canada,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",136,Cayman Islands,ALLAREA,E,G,PERCENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",136,Cayman Islands,URBAN,E,G,PERCENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",140,Central African Republic,ALLAREA,E,G,PERCENT,22.94967,23.06362,23.17755,23.29175,23.40625,23.51466,23.61711,23.71341,23.80396,23.88887,23.96797,24.04166,24.10975,24.0298,23.94375,23.8513,23.75217,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",140,Central African Republic,RURAL,E,G,PERCENT,34.67607,34.74977,34.82347,34.89716,34.97086,35.04456,35.11825,35.19195,35.26565,35.33934,35.41304,35.48674,35.56043,35.56043,35.56043,35.56043,35.56043,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",140,Central African Republic,URBAN,E,G,PERCENT,3.52115,3.76847,4.01578,4.2631,4.51041,4.75773,5.00504,5.25236,5.49967,5.74698,5.9943,6.24161,6.48893,6.48893,6.48893,6.48893,6.48893,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",148,Chad,ALLAREA,E,G,PERCENT,70.75811,70.56144,70.3655,70.16893,69.97243,69.77597,69.57958,69.38257,69.18628,68.99004,68.78196,68.56206,68.32974,68.0857,67.82998,67.56197,67.28173,66.98929,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",148,Chad,RURAL,E,G,PERCENT,85.25081,85.0584,84.866,84.67359,84.48119,84.28878,84.09637,83.90397,83.71156,83.51915,83.32675,83.13434,82.94194,82.74953,82.55712,82.36472,82.17231,81.9799,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",148,Chad,URBAN,E,G,PERCENT,18.2697,18.15963,18.04955,17.93948,17.82941,17.71933,17.60926,17.49918,17.38911,17.27904,17.16896,17.05889,16.94881,16.83874,16.72866,16.61859,16.50852,16.39844,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",152,Chile,ALLAREA,E,G,PERCENT,2.35335,2.21602,2.07937,1.94503,1.8107,1.67642,1.54215,1.40791,1.27369,1.13949,1.00533,0.87118,0.73707,0.60297,0.1697,0.14995,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",152,Chile,RURAL,E,G,PERCENT,3.4393,3.2891,3.1389,2.9887,2.8385,2.68831,2.53811,2.38791,2.23771,2.08751,1.93731,1.78711,1.63691,1.48671,1.33651,1.18631,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",152,Chile,URBAN,E,G,PERCENT,2.17764,2.04658,1.91551,1.78444,1.65338,1.52231,1.39125,1.26018,1.12911,0.99805,0.86698,0.73592,0.60485,0.47378,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",156,China,ALLAREA,E,G,PERCENT,2.75826,2.71,2.51355,2.32264,2.13748,1.9584,1.78664,1.61538,1.44975,1.28998,1.13601,0.98899,0.84807,0.71273,0.58289,0.45857,0.33973,0.22636,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",156,China,RURAL,E,G,PERCENT,4.18198,4.18198,3.94878,3.71557,3.48237,3.24916,3.01596,2.78275,2.54955,2.31634,2.08314,1.84994,1.61673,1.38353,1.15032,0.91712,0.68391,0.45071,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",156,China,URBAN,E,G,PERCENT,0.21364,0.21364,0.21364,0.21364,0.21364,0.21364,0.21364,0.2,0.18636,0.17273,0.15909,0.14545,0.13182,0.11818,0.10455,0.09091,0.07727,0.06364,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",344,"China, Hong Kong Special Administrative Region",ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",344,"China, Hong Kong Special Administrative Region",URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",170,Colombia,ALLAREA,E,G,PERCENT,8.95538,8.5447,8.14246,7.74856,7.36311,6.986,6.61708,6.25643,5.9037,5.55875,5.22163,4.89218,4.57007,4.25534,3.94782,3.64722,3.35341,3.06637,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",170,Colombia,RURAL,E,G,PERCENT,28.7391,27.78556,26.83203,25.8785,24.92497,23.97144,23.01791,22.06438,21.11085,20.15732,19.20379,18.25025,17.29672,16.34319,15.38966,14.43613,13.4826,12.52907,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",170,Colombia,URBAN,E,G,PERCENT,1.9888,1.91689,1.84497,1.77306,1.70115,1.62923,1.55732,1.4854,1.41349,1.34158,1.26966,1.19775,1.12584,1.05392,0.98201,0.9101,0.83818,0.76627,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",174,Comoros,ALLAREA,E,G,PERCENT,0.6629,0.65788,0.65287,0.64786,0.64285,0.63782,0.63278,0.62773,0.62267,0.61759,0.61249,0.60738,0.60226,0.59712,0.59196,0.59184,0.5917,0.59155,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",174,Comoros,RURAL,E,G,PERCENT,0.68571,0.68087,0.67603,0.67119,0.66634,0.6615,0.65666,0.65181,0.64697,0.64213,0.63729,0.63244,0.6276,0.62276,0.61791,0.61791,0.61791,0.61791,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",174,Comoros,URBAN,E,G,PERCENT,0.60446,0.59888,0.5933,0.58772,0.58213,0.57655,0.57097,0.56539,0.55981,0.55423,0.54865,0.54307,0.53749,0.53191,0.52633,0.52633,0.52633,0.52633,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",178,Congo,ALLAREA,E,G,PERCENT,8.23705,8.17641,8.24689,8.31288,8.37438,8.43144,8.48409,8.5322,8.57544,8.61381,8.64709,8.67564,8.69927,8.71795,8.73188,8.74104,8.74545,8.74509,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",178,Congo,RURAL,E,G,PERCENT,15.95863,15.95863,16.39947,16.84032,17.28116,17.72201,18.16285,18.6037,19.04454,19.48539,19.92623,20.36708,20.80792,21.24877,21.68961,22.13045,22.5713,23.01214,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",178,Congo,URBAN,E,G,PERCENT,2.80321,2.80321,2.72455,2.64589,2.56724,2.48858,2.40992,2.33127,2.25261,2.17395,2.0953,2.01664,1.93798,1.85932,1.78067,1.70201,1.62335,1.5447,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",184,Cook Islands,ALLAREA,E,G,PERCENT,0.64,0.7,0.76,0.82,0.88,0.94,1,1.06,1.12,1.12,1.12,1.12,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",188,Costa Rica,ALLAREA,E,G,PERCENT,0.80479,0.76342,0.72283,0.68301,0.64397,0.60572,0.56823,0.53149,0.49549,0.46024,0.42569,0.39184,0.35876,0.32643,0.29479,0.26379,0.23339,0.20355,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",188,Costa Rica,RURAL,E,G,PERCENT,1.21221,1.16508,1.11795,1.07081,1.02368,0.97655,0.92941,0.88228,0.83515,0.78802,0.74088,0.69375,0.64662,0.59949,0.55235,0.50522,0.45809,0.41095,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",188,Costa Rica,URBAN,E,G,PERCENT,0.52227,0.5002,0.47812,0.45604,0.43396,0.41189,0.38981,0.36773,0.34565,0.32357,0.3015,0.27942,0.25734,0.23526,0.21319,0.19111,0.16903,0.14695,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",384,Côte d'Ivoire,ALLAREA,E,G,PERCENT,36.12046,35.43918,34.76607,34.10169,33.44558,32.79928,32.16179,31.53315,30.91339,30.30344,29.70239,29.11028,28.52755,27.9542,27.39024,26.83225,26.28129,25.73722,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",384,Côte d'Ivoire,RURAL,E,G,PERCENT,59.62911,58.68735,57.74559,56.80384,55.86208,54.92032,53.97856,53.03681,52.09505,51.15329,50.21153,49.26978,48.32802,47.38626,46.4445,45.50275,44.56099,43.61923,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",384,Côte d'Ivoire,URBAN,E,G,PERCENT,5.15419,5.3267,5.49921,5.67173,5.84424,6.01675,6.18926,6.36177,6.53428,6.70679,6.8793,7.05182,7.22433,7.39684,7.56935,7.74186,7.91437,8.08688,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",191,Croatia,ALLAREA,E,G,PERCENT,0.44574,0.44517,0.44471,0.44426,0.4438,0.44335,0.4429,0.44244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",191,Croatia,RURAL,E,G,PERCENT,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",191,Croatia,URBAN,E,G,PERCENT,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",192,Cuba,ALLAREA,E,G,PERCENT,1.83522,1.7292,1.62425,1.52253,1.42358,1.32507,1.22696,1.12925,1.03194,0.93506,0.83857,0.74248,0.64678,0.552,0.45753,0.36319,0.26901,0.26879,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",192,Cuba,RURAL,E,G,PERCENT,4.79069,4.5306,4.27051,4.01042,3.75033,3.49024,3.23016,2.97007,2.70998,2.44989,2.1898,1.92971,1.66962,1.40953,1.14945,0.88936,0.62927,0.62927,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",192,Cuba,URBAN,E,G,PERCENT,0.86696,0.82284,0.77871,0.73459,0.69047,0.64634,0.60222,0.55809,0.51397,0.46984,0.42572,0.3816,0.33747,0.29335,0.24922,0.2051,0.16098,0.16098,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",531,Curaçao,ALLAREA,E,G,PERCENT,0.96119,0.90823,0.85527,0.80231,0.74935,0.69639,0.64342,0.59046,0.5375,0.48454,0.43158,0.37862,0.32566,0.2727,0.2727,0.2727,0.2727,0.2727,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",196,Cyprus,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",196,Cyprus,RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",196,Cyprus,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",203,Czechia,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",203,Czechia,RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",203,Czechia,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",408,Democratic People's Republic of Korea,ALLAREA,E,G,PERCENT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",408,Democratic People's Republic of Korea,RURAL,E,G,PERCENT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",408,Democratic People's Republic of Korea,URBAN,E,G,PERCENT,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",180,Democratic Republic of the Congo,ALLAREA,E,G,PERCENT,10.20531,10.34718,10.48681,10.62418,10.75928,10.89157,11.02075,11.14677,11.26984,11.38965,11.50642,11.61982,11.73009,11.83719,11.94092,12.04138,12.13854,12.05268,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",180,Democratic Republic of the Congo,RURAL,E,G,PERCENT,14.33461,14.60292,14.87123,15.13953,15.40784,15.67615,15.94446,16.21277,16.48108,16.74938,17.01769,17.286,17.55431,17.82262,18.09092,18.35923,18.62754,18.62754,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",180,Democratic Republic of the Congo,URBAN,E,G,PERCENT,2.57759,2.64423,2.71087,2.77751,2.84415,2.91079,2.97743,3.04407,3.11071,3.17734,3.24398,3.31062,3.37726,3.4439,3.51054,3.57718,3.64382,3.64382,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",208,Denmark,ALLAREA,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",208,Denmark,RURAL,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",208,Denmark,URBAN,E,G,PERCENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",262,Djibouti,ALLAREA,E,G,PERCENT,18.93825,18.90944,18.88062,18.85181,18.823,18.72435,18.62504,18.52568,18.42628,18.32746,18.22231,18.11082,17.99359,17.86999,17.74127,17.60552,17.46461,17.31791,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",262,Djibouti,RURAL,E,G,PERCENT,66.87343,66.87343,66.87343,66.87343,66.87343,66.83844,66.80346,66.76847,66.73349,66.69851,66.66352,66.62854,66.59355,66.55857,66.52359,66.4886,66.45362,66.41863,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",262,Djibouti,URBAN,E,G,PERCENT,4.23926,4.23926,4.23926,4.23926,4.23926,4.15806,4.07686,3.99565,3.91445,3.83325,3.75204,3.67084,3.58964,3.50843,3.42723,3.34603,3.26482,3.18362,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",212,Dominica,ALLAREA,E,G,PERCENT,17.20828,15.98514,14.762,13.53885,12.31571,11.09257,9.86943,8.64628,7.42314,6.2,4.97686,3.75372,3.75372,3.75372,3.75372,3.75372,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",214,Dominican Republic,ALLAREA,E,G,PERCENT,5.1697,5.03268,4.89811,4.73611,4.56613,4.4017,4.24245,4.08846,3.93963,3.79633,3.65799,3.53074,3.41187,3.29702,3.18596,3.07856,2.97476,2.87463,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",214,Dominican Republic,RURAL,E,G,PERCENT,9.64925,9.49286,9.33648,9.18009,9.0237,8.86731,8.71092,8.55453,8.39815,8.24176,8.08537,7.92898,7.77259,7.6162,7.45982,7.30343,7.14704,6.99065,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",214,Dominican Republic,URBAN,E,G,PERCENT,2.39527,2.36398,2.33269,2.3014,2.27011,2.23883,2.20754,2.17625,2.14496,2.11368,2.08239,2.0511,2.01981,1.98853,1.95724,1.92595,1.89466,1.86338,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",218,Ecuador,ALLAREA,E,G,PERCENT,14.27827,13.44247,12.65729,11.90434,11.15558,10.41122,9.67121,8.9352,8.20352,7.47615,6.75291,6.03808,5.32942,4.62367,3.92092,3.10754,2.60019,2.09653,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",218,Ecuador,RURAL,E,G,PERCENT,28.8848,27.52515,26.1655,24.80586,23.44621,22.08656,20.72691,19.36727,18.00762,16.64797,15.28832,13.92868,12.56903,11.20938,9.84973,8.49009,7.13044,5.77079,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",218,Ecuador,URBAN,E,G,PERCENT,4.6613,4.36247,4.06365,3.76482,3.466,3.16717,2.86835,2.56952,2.2707,1.97188,1.67305,1.37423,1.0754,0.77658,0.47775,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",818,Egypt,ALLAREA,E,G,PERCENT,1.6603,1.55105,1.44192,1.33291,1.22401,1.11523,1.00656,0.89832,0.79025,0.68213,0.57396,0.32588,0.23325,0.14045,0.04747,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",818,Egypt,RURAL,E,G,PERCENT,2.3635,2.20061,2.03772,1.87483,1.71194,1.54905,1.38616,1.22327,1.06038,0.89749,0.7346,0.57171,0.40882,0.24593,0.08305,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",818,Egypt,URBAN,E,G,PERCENT,0.7204,0.68448,0.64856,0.61263,0.57671,0.54079,0.50487,0.46895,0.43302,0.3971,0.36118,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",222,El Salvador,ALLAREA,E,G,PERCENT,10.16995,10.07478,9.97995,9.30948,8.64901,7.99911,7.35923,6.72295,6.05973,5.4141,4.78555,4.17372,3.57852,2.9998,2.43709,1.89014,1.36367,1.00567,,,,,,,,,,,,,,,,,,,,,,,
6,6.2,6.2.1,SH_SAN_DEFECT,"Proportion of population practicing open defecation, by urban/rural (%)",222,El Salvador,RURAL,E,G,PERCENT,20.32724,20.32724,20.32724,19.2055,18.08375,16.962,15.84025,14.71851,13.59676,12.47501,11.35326,10.23151,9.10977,7.98802,6.86627,5.74452,4.62277,3.50103,,,,,,,,,,,,,,,,,,,,,,,
