ObjectId,Goal,Target,Indicator,Series,SeriesDescription,GeoAreaCode,GeoAreaName,Time_details,parentCode,parentName,type,ISO3,Value,Units,nature
152,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),705,Slovenia,2019,39,Southern Europe,Country,SVN,24.44,Percentage,C: Country data
153,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),706,Somalia,2019,14,Eastern Africa,Country,SOM,24.36,Percentage,C: Country data
154,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),710,South Africa,2019,18,Southern Africa,Country,ZAF,42.75,Percentage,C: Country data
155,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),716,Zimbabwe,2019,14,Eastern Africa,Country,ZWE,31.85,Percentage,C: Country data
156,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),72,Botswana,2019,18,Southern Africa,Country,BWA,9.52,Percentage,C: Country data
157,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),724,Spain,2019,39,Southern Europe,Country,ESP,41.14,Percentage,C: Country data
158,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),728,South Sudan,2019,14,Eastern Africa,Country,SSD,28.46,Percentage,C: Country data
159,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),729,Sudan,2019,15,Northern Africa,Country,SDN,27.65,Percentage,C: Country data
160,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),740,Suriname,2019,5,South America,Country,SUR,29.41,Percentage,C: Country data
161,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),748,Eswatini,2019,18,Southern Africa,Country,SWZ,7.25,Percentage,C: Country data
162,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),752,Sweden,2019,154,Northern Europe,Country,SWE,47.28,Percentage,C: Country data
163,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),756,Switzerland,2019,155,Western Europe,Country,CHE,32.5,Percentage,C: Country data
164,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),76,Brazil,2019,5,South America,Country,BRA,15.01,Percentage,C: Country data
165,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),760,Syrian Arab Republic,2019,145,Western Asia,Country,SYR,13.2,Percentage,C: Country data
166,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),762,Tajikistan,2019,143,Central Asia,Country,TJK,19.05,Percentage,C: Country data
167,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),764,Thailand,2019,35,South-Eastern Asia,Country,THA,5.42,Percentage,C: Country data
168,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),768,Togo,2019,11,Western Africa,Country,TGO,16.48,Percentage,C: Country data
169,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),776,Tonga,2019,61,Polynesia,Country,TON,7.41,Percentage,C: Country data
170,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),780,Trinidad and Tobago,2019,29,Caribbean,Country,TTO,30.95,Percentage,C: Country data
171,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),784,United Arab Emirates,2019,145,Western Asia,Country,ARE,22.5,Percentage,C: Country data
172,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),788,Tunisia,2019,15,Northern Africa,Country,TUN,35.94,Percentage,C: Country data
173,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),792,Turkey,2019,145,Western Asia,Country,TUR,17.45,Percentage,C: Country data
174,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),795,Turkmenistan,2019,143,Central Asia,Country,TKM,25,Percentage,C: Country data
175,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),798,Tuvalu,2019,61,Polynesia,Country,TUV,6.67,Percentage,C: Country data
176,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),8,Albania,2019,39,Southern Europe,Country,ALB,29.29,Percentage,C: Country data
177,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),800,Uganda,2019,14,Eastern Africa,Country,UGA,34.86,Percentage,C: Country data
178,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),804,Ukraine,2019,151,Eastern Europe,Country,UKR,11.58,Percentage,C: Country data
179,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),807,North Macedonia,2019,39,Southern Europe,Country,MKD,38.33,Percentage,C: Country data
180,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),818,Egypt,2019,15,Northern Africa,Country,EGY,14.93,Percentage,C: Country data
181,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),826,United Kingdom of Great Britain and Northern Ireland,2019,154,Northern Europe,Country,GBR,32,Percentage,C: Country data
182,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),834,United Republic of Tanzania,2019,14,Eastern Africa,Country,TZA,36.9,Percentage,C: Country data
183,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),84,Belize,2019,13,Central America,Country,BLZ,9.38,Percentage,C: Country data
184,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),840,United States of America,2019,21,Northern America,Country,USA,23.56,Percentage,C: Country data
185,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),854,Burkina Faso,2019,11,Western Africa,Country,BFA,13.39,Percentage,C: Country data
186,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),858,Uruguay,2019,5,South America,Country,URY,22.22,Percentage,C: Country data
187,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),860,Uzbekistan,2019,143,Central Asia,Country,UZB,16,Percentage,C: Country data
188,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),862,Venezuela (Bolivarian Republic of),2019,5,South America,Country,VEN,22.16,Percentage,C: Country data
189,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),882,Samoa,2019,61,Polynesia,Country,WSM,10,Percentage,C: Country data
190,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),887,Yemen,2019,145,Western Asia,Country,YEM,0.33,Percentage,C: Country data
191,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),894,Zambia,2019,14,Eastern Africa,Country,ZMB,17.96,Percentage,C: Country data
192,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),90,Solomon Islands,2019,54,Melanesia,Country,SLB,2.04,Percentage,C: Country data
193,5,5.5,5.5.1,SG_GEN_PARL,Proportion of seats held by women in national parliaments (% of total number of seats),96,Brunei Darussalam,2019,35,South-Eastern Asia,Country,BRN,9.09,Percentage,C: Country data
